transaction_id,customer_id,amount,transaction_date,region
TXN-004467,CUST-469,100.72,2024-10-12,Central
TXN-003367,CUST-00134,29.48,2024-11-09,East
TXN-001605,CUST-00245,309.33,2024-12-06,South
TXN-000321,CUST-00259,128.56,2025-09-13,Central
TXN-001449,CUST-00252,102.98,2025-08-11,North
TXN-000121,CUST-00039,116.72,2025-04-09,Central
TXN-000284,CUST-00298,,2025-12-25,North
TXN-002040,CUST-00156,38.54,2024-01-17,North
TXN-001657,CUST-00369,22.29,2025-12-11,West
TXN-003539,CUST-00434,202.52,2025-04-21,South
TXN-003370,CUST-00272,237.04,2024-12-13,East
TXN-003806,CUST-00143,40.42,2024-10-07,Central
TXN-001692,CUST-00381,230.33,2025-08-05,Central
TXN-003311,CUST-00093,95.23,2025-08-31,East
TXN-000105,CUST-00124,18.96,2025-08-30,Central
TXN-002931,CUST-00456,43.30,2025-09-25,North
TXN-004013,CUST-00110,1377.70,2024-08-02,South
TXN-000348,CUST-00309,226.77,2025-03-02,North
TXN-004859,CUST-00188,61.97,2025-03-19,South
TXN-004969,CUST-00226,33.33,2025-02-16,West
TXN-002220,CUST-00226,50.04,2024-04-03,west
TXN-001490,CUST-00400,615.38,2025-03-24,West
TXN-001689,CUST-00173,382.15,2024-01-05,North
TXN-001841,CUST-00282,509.25,2024-06-25,Central
TXN-003187,CUST-00054,508.96,2024-01-12,South
TXN-003218,CUST-00226,1436.76,2025-10-23,West
TXN-002687,CUST-00217,117.66,2024-04-19,North
TXN-001353,cust-00200,17.59,2025-04-20,North
TXN-004974,CUST-00092,244.09,2025-06-15,East
TXN-000633,CUST-00322,367.93,2024-10-09,Central
TXN-002313,CUST-00040,495.58,2025-04-18,North
TXN-003690,CUST-00176,,2024-10-30,North
TXN-003473,CUST-00063,1098.99,2024-10-14,North
TXN-002872,CUST-00216,675.06,2024-06-27,North
TXN-002146,CUST-00458,882.47,2024-04-28,South
TXN-000970,CUST-00358,256.67,2024-10-10,South
TXN-001084,CUST-00062,216.98,2025-08-18,Central
TXN-001672,CUST-00214,1374.58,2025-07-13,South 
TXN-001787,CUST-00494,113.82,2025-08-01,North
TXN-003026,CUST-00288,1345.40,2025-05-04,North
TXN-001659,CUST-00462,1178.11,2025-12-16,East
TXN-001396,CUST-00263,302.47,2025-06-04,North
TXN-001115,CUST-00133,234.74,2025-08-24,Central
TXN-002064,CUST-00368,1075.82,2025-12-11,West
TXN-001370,CUST-00117,34.75,2025-05-19,North
TXN-003448,CUST-00379,21.49,2024-07-06,East
TXN-004549,CUST-00347,37.45,2024-12-16,West
TXN-001800,CUST-00269,429.88,2024-04-12,Central
TXN-002632,CUST-00252,775.76,2025-01-12,North
TXN-003196,CUST-00327,62.88,2025-11-28,South
TXN-001847,CUST-00366,143.80,2025-02-16,North
TXN-000323,CUST-00249,1365.35,2024-04-21,West
TXN-000594,CUST-00110,17.49,2024-07-18,South
TXN-002476,CUST-00203,332.40,2025-10-31,West
TXN-004564,CUST-00184,18.11,2024-02-26,South
TXN-002129,CUST-00030,263.79,2024-05-17,Central
TXN-004672,CUST-00077,82.76,2025-02-21,West
TXN-000043,CUST-00156,441.77,2024-06-16,North
TXN-002131,CUST-00243,158.80,2024-01-04,West
TXN-004378,CUST-00325,586.65,2025-09-02,South
TXN-003423,CUST-00360,,2025-10-15,South
TXN-004819,CUST-00219,452.51,2025-06-25,West
TXN-001833,CUST-93849,172.61,2024-05-26,Central
TXN-004257,CUST-00280,66.67,2024-07-11,W
TXN-004883,CUST-00353,39.17,2025-09-27,South
TXN-000494,cust-00102,52.84,2024-04-01,East
TXN-002446,CUST-00427,530.54,2024-04-18,East
TXN-000811,CUST-00432 ,42.20,2025-06-15,East
TXN-000260,CUST-00235,32.40,2024-01-23,North
TXN-000810,CUST-00060,122.89,2025-11-08,East
TXN-001194,CUST-00159,725.37,2025-10-03,North
TXN-000438,CUST-00295,899.97,2025-04-11,Central
TXN-001207,CUST-00448,251.89,2024-01-05,East
TXN-001206,CUST-00500,29.87,2024-01-23,East
TXN-003258,CUST-00380,93.12,2024-11-20,Central
TXN-001778,CUST-00125,159.93,31/01/2024,South
TXN-003060,cust-00089,149.55,2024-07-11,South
TXN-002494,CUST-00324,581.48,2025-03-06,South
TXN-002078,CUST-00327,84.67,2025-04-09,South
TXN-004727,CUST-00070,484.54,2025-01-26,Central
TXN-001716,CUST-00272,983.40,2025-04-10,East
TXN-001945,CUST-00474,557.98,2024-01-07,South
TXN-003883,CUST-00178,40.55,2025-10-08,West
TXN-003526,CUST-00340,1311.92,2025-08-11,Central
TXN-000140,CUST-00325,38.40,2025-11-04,South
TXN-000589,CUST-00199,20.03,2024-12-02,Central
TXN-002216,CUST-00370,213.38,2025-10-20,South
TXN-004437,CUST-00429,88.31,2025-06-10,North
TXN-003711,CUST-00427,228.19,2024-10-16,East
TXN-004842,CUST-00381,200.32,2025-07-15,Central
TXN-004976,CUST-00108,855.48,2024-05-26,East
TXN-002495,cust-00417,47.14,2024-06-19,Central
TXN-001387,CUST-00273,75.95,2024-04-25,North
TXN-004975,CUST-00338,175.81,2024-04-09,East
TXN-002618,CUST-00318,330.33,2024-06-28,West
TXN-004772,CUST-00346,884.41,2024-01-26,West
TXN-004316,CUST-00121,524.84,2025-10-26,West
TXN-003694,CUST-00066,1301.56,2025-01-06,South
TXN-004729,CUST-00417,418.37,2024-02-05,Central
TXN-003945,CUST-00427,-113.34,2025-01-30,East
TXN-001604,CUST-00076,23.14,2025-02-06,East
TXN-002196,CUST-00169,286.84,2024-04-05,North
TXN-000727,CUST-00240,253.57,2025-10-26,South
TXN-002222,CUST-00025,23.09,2025-11-08, East
TXN-004377,CUST-00214,44.24,2025-12-12,
TXN-004864,CUST-00332,40.75,2025-04-14,North
TXN-003687,CUST-00059,17.64,2024-11-06,Central
TXN-000510,CUST-00288,23.61,2024-03-15,North
TXN-003433,CUST-00412,24.33,2024-12-18,North
TXN-003264,CUST-00495,131.32,2025-08-17,South
TXN-000564,CUST-00324,108.71,2024-01-17,South
TXN-003882,CUST-00273,241.64,2024-05-24,North
TXN-004619,CUST-00252,134.29,2025-02-02,North
TXN-003324,CUST-00308,1297.25,2025-09-20,Central
TXN-000269,CUST-00166,154.06,2025-07-07,North
TXN-003624,CUST-90223,95.18,2025-08-14,East
TXN-004101,CUST-00007,41.11,2024-05-22,Central
TXN-003669,CUST-00299,545.44,2024-10-20,West
TXN-000523,CUST-00401,18.69,2025-02-12,Central
TXN-004137,CUST-00049,1052.60,2024-12-14,Central
TXN-002533,CUST-00413,1434.27,2025-04-27,South
TXN-000613,CUST-00283,808.56,2025-07-30,West
TXN-002622,CUST-00458,174.93,2025-01-08,South
TXN-004887,CUST-00097,369.19,2024-11-09,Central
TXN-003366,CUST-00117,552.52,2024-04-13, North
TXN-004547,CUST-00292,418.60,2025-07-17, South
TXN-004210,CUST-00107,20.07,2024-06-18,East
TXN-003012,CUST-00184,56.83,2025-12-04,South
TXN-001201,CUST-00298,32.03,15/11/2025,North
TXN-003030,CUST-00275,226.67,2025-12-03,North
TXN-000725,CUST-00427,538.12,2025-04-03,East
TXN-000324,CUST-00237,84.97,2024-07-09,North
TXN-000038,CUST-00249,694.76,2025-03-07,West
TXN-002985,CUST-00287,161.75,2025-07-17,West
TXN-002673,CUST-00369,1329.86,2024-09-18,West
TXN-001152,CUST-00259,216.67,2025-11-14,Central
TXN-001430,CUST-00096,47.38,2024-12-16,North
TXN-000935,CUST-00195,1093.15,2024-09-27,East
TXN-004167,CUST-00366,461.35,2025-03-30,North
TXN-004847,CUST-00296,208.04,2024-01-23,North
TXN-003549,CUST-00055,889.03,2025-04-16,W
TXN-004965,CUST-00481,23.68,2024-09-28,South
TXN-000834,CUST-00479,90.17,2025-06-07,Central
TXN-000480,CUST-00415,882.37,2024-12-08,West
TXN-000794,CUST-00270,232.34,2025-07-16,North
TXN-001525,CUST-00015,1203.35,2024-04-27,East
TXN-000201,CUST-00083,476.04,2024-10-31,Central
TXN-002983,CUST-00194,398.01,2025-11-16,North
TXN-001953,CUST-00016,641.84,2024-10-02,West
TXN-001534,CUST-00278,242.02,2025-06-01,Central
TXN-003454,CUST-00154,259.00,2024-02-11,Central
TXN-002773,CUST-00156,706.01,2025-09-16,N
TXN-003534,CUST-00495,16.46,2024-05-25,South
TXN-002114,CUST-00338,214.60,2024-06-01,East
TXN-002087,CUST-00354,587.54,2025-09-01,North
TXN-003922,CUST-00418,88.40,2024-02-26,E
TXN-004326,CUST-00126,39.76,,Central
TXN-004948,CUST-00308,274.91,2025-04-09,Central
TXN-004490,CUST-00114,399.36,2025-07-13,North
TXN-000172,CUST-00126,407.96,2025-06-25,West
TXN-004848,CUST-00356,16.24,2024-02-14,West
TXN-000159,CUST-00169,187.20,2025-06-30,North
TXN-001391,CUST-00330,984.23,2024-11-17,West
TXN-004663,CUST-00035,554.17,2025-04-01,South
TXN-002768,CUST-00481,96.42,2024-06-14,South
TXN-004738,CUST-00364,238.43,2025-11-23,South
TXN-002225,CUST-00429,109.47,2024-03-09,North
TXN-001558,CUST-00235,93.38,2025-05-13,North
TXN-003310,CUST-00478,98.72,2025-06-24,East
TXN-001247,CUST-00168,21.60,2024-11-05,West
TXN-000018,CUST-00444,405.65,2025-03-16,West
TXN-000574,CUST-00406,229.10,2025-01-23,Central
TXN-004584,CUST-00006,48.29,2025-05-03,East
TXN-004469, CUST-00038,457.18,2024-08-18,South
TXN-001893,CUST-00040,991.99,2024-03-03,North
TXN-002357,CUST-00066,32.83,2025-09-27,North
TXN-000253,CUST-00199,41.01,2024-09-09,Central
TXN-000636,CUST-00241,153.95,2024-01-19,East
TXN-003123,CUST-00080,608.38,2025-03-15,East
TXN-000623,CUST-00062,20.79,2024-05-22,Central
TXN-003021,CUST-00126,219.99,2025-09-14,Central
TXN-002041,CUST-00361,135.67,2025-10-14,East
TXN-001139,CUST-00066,45.49,2024-09-02,South
TXN-004238,CUST-00289,1412.55,2025-12-16,North
TXN-001128,CUST-00449,355.48,2025-12-12,East
TXN-001372,CUST-00080,52.08,2025-03-12,East
TXN-004905,CUST-00461,533.44,2025-02-12,Central
TXN-003443,CUST-00281,491.52,2024-02-10,East
TXN-004807,CUST-00081,121.00,2025-06-03,North
TXN-002709,CUST-00249,29.19,2025-05-15,West
TXN-001257,CUST-00299,779.64,2025-06-19,West
TXN-002511,CUST-00385,224.18,2024-06-16,West
TXN-001410,CUST-00272,60.70,2024-11-02,East
TXN-000800,CUST-00144,426.80,2024-09-01,North
TXN-000278,CUST-00103,521.05,2024-06-07,West
TXN-001755,CUST-00291,189.90,2024-12-27,East
TXN-000685,CUST-00378,40.26,2025-10-11,Central
TXN-000676,CUST-00338,102.77,2025-05-03,East
TXN-000801,CUST-00051,34.24,2024-08-06,East
TXN-000181,CUST-00091,148.12,2024-01-28,Central
TXN-002576,CUST-00165,1058.62,2025-04-28,Central 
TXN-000277,CUST-00023,103.85,2025-01-21,East
TXN-000295,CUST-00125,452.80,2024-01-14,South
TXN-000093,CUST-00375,73.68,2024-12-28,North
TXN-004345,CUST-00407,354.07,,South
TXN-001470,CUST-00266,1315.27,2025-02-11,Central
TXN-004142,CUST-00044,812.13,2024-06-10,Central
TXN-004262,CUST-00116,87.12,2024-07-10,East
TXN-004922,CUST-00427,294.36,2025-07-14,East
TXN-000142,CUST-00035,45.53,2025-01-24,South
TXN-003145,CUST-00413,403.25,2024-01-03,South
TXN-003198,CUST-00162,47.48,2025-04-11,West
TXN-002324,CUST-00332,79.30,2025-10-16,North
TXN-002035,CUST-00086,217.92,2024-10-23,West
TXN-003636,CUST-00406,32.66,2024-10-01,Central
TXN-001395,CUST-00273,53.64,2025-08-13,North
TXN-003136,CUST-00285,82.58,2024-02-19,west
TXN-002000,CUST-00304,117.62,2024-10-19,North
TXN-002396,CUST-00143,1229.12,2025-11-30,North
TXN-001538,CUST-00404,432.17,2025-08-26,EAST
TXN-000474,CUST-00083,42.35,2025-08-28,Central
TXN-002492,CUST-00051,462.77,2024-06-13,E
TXN-002789,CUST-00251,194.96,2024-03-13,Central
TXN-000090,CUST-00387,49.26,2024-03-03,North
TXN-004392,CUST-00411,189.41,2025-08-20,CENTRAL
TXN-003767,CUST-00043,1075.40,2025-04-05,West
TXN-000024,CUST-00013,38.83,2025-11-17,North
TXN-003420,CUST-00121,40.84,2025-10-16,West
TXN-002536,CUST-00434,818.74,2025-01-09,South
TXN-002415,CUST-00398,96.51,2024-10-14,Central
TXN-002539,CUST-00460,551.91,2025-01-30,South
TXN-002979,CUST-00161,79.88,2025-11-18,West
TXN-003828,CUST-00420,48.23,2025-11-29,North
TXN-004195,CUST-00103,447.76,2025-05-14,West
TXN-003036,CUST-00172,143.58,2025-05-28,South
TXN-004608,CUST-00477,73.25,2025-07-01,North
TXN-003269,CUST-00179,44.63,2024-04-01,West
TXN-002231,CUST-00023,1116.02,2025-06-12,East
TXN-001679,CUST-00296,435.34,2024-01-20,North
TXN-003904,CUST-00210,280.47,2024-05-01,North
TXN-000132,CUST-00054,51.52,2024-01-21,South
TXN-002552,CUST-00460,490.90,2024-05-23,South
TXN-000487,cust-00282,755.93,2025-04-05,Central
TXN-002032,CUST-00175,149.01,2024-10-17,West 
TXN-003108,CUST-00040,86.73,,North
TXN-000824,CUST-00494,49.52,2024-10-13,North
TXN-000635,CUST-00219,210.97,2025-06-13,West
TXN-001849,CUST-00252,35.98,2024-12-25,North
TXN-001159,CUST-00214,70.29,2025-11-14,South
TXN-001546,CUST-00132,1170.60,2024-09-30,East
TXN-002144,CUST-00043,1434.71,2025-06-19,West
TXN-000770,CUST-00430,268.09,2025-12-04,South
TXN-000262,CUST-00383,116.27,2024-03-17,
TXN-002677,CUST-00074,124.75,2024-08-27,Central
TXN-003239,CUST-00121,450.97,2024-09-14,West
TXN-001142,CUST-00184,672.88,2024-07-23,South
TXN-001528,CUST-00148,412.91,2024-12-23,North
TXN-000822,CUST-00093,251.08,2025-05-08,South
TXN-002038,CUST-00354,262.73,2024-06-28,North
TXN-001896,CUST-00206,104.70,2025-10-26,North
TXN-000243,CUST-00214,32.42,2025-07-13,South
TXN-002612,CUST-00153,48.19,2024-12-24,East
TXN-000881,CUST-00364,26.62,2025-09-08,South
TXN-002072,CUST-00414,125.41,2025-11-24,North
TXN-004788,CUST-00167,236.74,2025-04-17,Central
TXN-001080,CUST-00152,1072.51,2025-03-18,North
TXN-003252,CUST-00459,560.67,2025-07-30,North
TXN-004486,CUST-00385,53.97,2025-01-26,West
TXN-000776,CUST-00003,214.94,2024-02-14,south
TXN-000819,CUST-00126,1281.51,2025-05-18,Central
TXN-003499,CUST-00223,82.81,2024-12-16,West
TXN-003349,CUST-00021,504.15,2025-01-14,East
TXN-001027,CUST-00413,36.14,2024-10-20,South
TXN-002328,CUST-00385,192.43,2024-11-02,West
TXN-002928,CUST-00169,276.70,2025-11-25,North
TXN-001731,CUST-00032,80.02,2025-12-23,North
TXN-001845,CUST-00029,,2024-02-14,South
TXN-002901,CUST-00481,41.62,2024-10-15,South
TXN-000431,CUST-00288,1404.06,2024-07-21,North
TXN-003087,CUST-00251,44.50,2024-05-30,Central
TXN-001283,CUST-00161,256.41,2025-03-07,West
TXN-002706,CUST-00495,373.78,2025-05-01, South
TXN-004000,CUST-00439,995.53,2025-12-27,West
TXN-002136,CUST-174,512.98,2024-02-03,South
TXN-003244,CUST-00322,513.08,2025-06-13,Central
TXN-000742,CUST-00324,61.98,2025-11-27,South
TXN-000134,CUST-00366,87.57,2025-08-22,North
TXN-000921,CUST-00444,456.17,2024-06-06,West
TXN-001203,CUST-00046,48.95,2025-02-11,North
TXN-000729,CUST-00166,80.56,2025-04-07,North
TXN-000257,CUST-00028,194.05,2025-12-04,East
TXN-004050,CUST-00392,1317.42,2025-10-06,Central
TXN-002525,CUST-00350,79.81,2025-10-08,North
TXN-003696,CUST-00444,91.59,2024-10-17,West
TXN-003884,CUST-00141,50.28,2024-05-29,East
TXN-003038,CUST-00309,1144.78,2024-04-02,North
TXN-003304,CUST-00076,257.06,2025-04-06,east
TXN-004962,CUST-00322,1381.91,2025-06-05,Central
TXN-004869,CUST-00461,179.96,2024-07-29,East
TXN-003708,CUST-00080,601.90,2025-03-16,East
TXN-001505,CUST-90568,551.12,2024-03-30,South
TXN-003403,CUST-00134,156.15,2025-07-16,East
TXN-003221,CUST-00339,52.97,2025-06-10,Central
TXN-002809,CUST-00272,76.57,2024-09-01,East
TXN-004152,CUST-00273,126.71,2024-02-23,North
TXN-004237,CUST-00171,270.43,2024-05-07,West
TXN-004639,CUST-00068,175.80,2024-03-12,West
TXN-003835,CUST-00343,186.63,2025-01-29,Central
TXN-004109,CUST-00005,202.59,2024-12-25,West
TXN-004626,CUST-00256,510.97,2024-05-03,South
TXN-000373,CUST-00033,47.71,2024-08-06,West
TXN-004483,CUST-00123,40.05,2025-01-11,South
TXN-003506,CUST-00182,60.33,2024-03-06,North
TXN-001082,CUST-00409,193.53,2025-10-11,West
TXN-004235,CUST-00083,153.17,2025-08-13,Central
TXN-003354,CUST-00272,42.97,2024-02-21,East
TXN-001256,CUST-00251,132.27,2025-09-21,Central
TXN-003932,CUST-00317,1229.40,2024-11-24,South
TXN-004808,CUST-00346,410.79,2025-07-20,WEST
TXN-000655,CUST-00156,97.80,2025-02-16,North
TXN-002694,CUST-00080,1252.99,2024-10-23,East
TXN-000889,CUST-00234,195.37,2024-02-27,East
TXN-001568,CUST-00126,1215.68,2024-10-24,Central
TXN-002829,CUST-272,184.40,2024-04-03,East
TXN-002374,CUST-00411,263.15,2025-02-12,Central
TXN-002826,CUST-00322,1011.22,2025-02-06,Central
TXN-004823,CUST-98090,1245.19,2024-08-16,East
TXN-002434,CUST-00324,253.92,2025-03-05,South
TXN-004329,CUST-00126,244.17,2025-01-27,Central
TXN-004932,CUST-00126,108.85,2025-04-10,Central
TXN-002779,CUST-00229,413.93,2025-07-26,East
TXN-004735,CUST-00261,110.84,2024-01-09,EAST
TXN-000555,CUST-00133,540.94,2025-07-27,Central
TXN-001688,CUST-00226,46.69,2025-05-09,West
TXN-001574,CUST-00153,189.62,2024-12-08,East
TXN-003209,CUST-00007,1144.72,2024-08-16,Central
TXN-000246,CUST-00121,73.58,2024-11-08,West
TXN-002904,CUST-00028,463.80,2024-04-19,East
TXN-004442,CUST-00116,174.22,2025-03-17,East
TXN-003083,CUST-00219,42.17,2025-08-17,West
TXN-000296,CUST-00317,1319.36,2024-04-22,South
TXN-002198,CUST-00287,91.17,2024-11-26,West 
TXN-000590,CUST-00128,470.21,2025-01-18,South
TXN-001471,CUST-00475,118.12,2024-07-15,South
TXN-001486,CUST-00288,1240.59,2024-05-14,North
TXN-004495,CUST-00318,521.00,2025-06-06,West
TXN-000111,CUST-00099,16.81,2025-03-29,central
TXN-001149,CUST-00065,656.78,2025-01-12,North
TXN-004396,CUST-00398,73.21,2024-11-22,Central
TXN-004746,CUST-00042,75.13,2025-12-07,West
TXN-004247,CUST-00371,887.89,2024-06-19,Central
TXN-002824,CUST-00382,80.71,2024-12-01,East
TXN-001435,CUST-00445,60.62,2025-06-12,South
TXN-002333,CUST-00088,559.96,2025-01-30,West
TXN-002905,CUST-00280,238.31,2024-12-31,West
TXN-002839,CUST-00259,1313.92,2025-08-24,Central
TXN-004286,CUST-00129,76.55,2025-08-18,Central
TXN-004904,CUST-00038,83.26,2025-10-30,South
TXN-000603,CUST-00049,1420.73,2024-05-17,Central
TXN-000857,CUST-00389,45.42,2024-08-02,West
TXN-002469,CUST-00373,131.13,2024-02-29, West
TXN-002950,CUST-00291,60.44,2024-12-18,East
TXN-002973,CUST-00281,29.49,2024-06-22,Central 
TXN-003664,CUST-00088,415.23,2024-08-17,West
TXN-001097,CUST-00434,902.34,2025-04-19,
TXN-004668,CUST-00112,453.64,2024-04-05,East
TXN-003383,CUST-00110,106.65,2025-02-11,South
TXN-003823,CUST-00040,220.16,2024-09-09,North
TXN-002089,CUST-00444,41.14,2025-05-27,west
TXN-001459,CUST-00422,509.85,2024-09-27,South
TXN-004736,CUST-00347,112.05,2024-05-11,West
TXN-000433,CUST-00110,48.48,2024-03-15,South
TXN-001713,CUST-00143,278.79,2025-06-29,North
TXN-003229,CUST-00485,474.21,2025-05-08,East
TXN-002850,CUST-00453,545.07,2024-12-17,West
TXN-001071,CUST-00441,322.11,2025-08-29,North
TXN-000165,CUST-00259,,2025-03-22,Central
TXN-002772,CUST-00444,561.55,2025-04-13,West
TXN-002312,CUST-00493,257.65,2025-11-26,South
TXN-002160,CUST-00446,1261.49,2024-06-12,West
TXN-000808,CUST-00273,225.19,2025-03-20,North
TXN-000435,CUST-00128,343.76,15/02/2025,South
TXN-003640,CUST-00175,195.24,2025-01-10,West
TXN-003742,CUST-00392,19.40,2024-07-16,Central
TXN-001291,CUST-00346 ,1394.15,2025-04-01,West
TXN-003280,CUST-00105,839.06,2025-07-04,North
TXN-003227,CUST-00130,1086.83,2025-10-06,West
TXN-003919,CUST-00208,219.93,2025-06-17,West
TXN-002259,CUST-00247,707.00,2025-01-26,
TXN-001822,CUST-00423,507.78,2025-04-16,Central
TXN-003818,CUST-00391,35.28,2024-06-25,Central
TXN-001721,CUST-00186,245.96,2024-11-16,South
TXN-004646,CUST-00012,90.25,2025-12-18,South
TXN-003554,CUST-00250,1166.37,2025-04-26,EAST
TXN-001830,CUST-00184,798.35,2024-09-24, South
TXN-001425,CUST-00254,146.63,2025-11-15,Central
TXN-003457,CUST-00443,175.97,2024-05-21,East
TXN-001862,CUST-00278,132.35,2024-07-18,Central
TXN-002718,CUST-00447,1385.00,2024-11-18,Central
TXN-003407,CUST-00004,226.54,2025-09-10,Central
TXN-004140,CUST-00190,227.71,2024-04-17,West
TXN-001240,CUST-00174,115.18,2025-02-15,South
TXN-002757,CUST-00219,55.50,2025-03-28,West
TXN-004093,CUST-00373,126.57,2024-03-12,West
TXN-003991,CUST-00143,60.44,2024-02-01,North
TXN-001929,CUST-00129,87.06,2025-10-06,Central
TXN-001349,CUST-00324,530.28,2024-05-16,South
TXN-002098,CUST-00467,103.86,2025-08-30,South
TXN-001661,CUST-00411,1184.71,2024-11-02,Central
TXN-002264,CUST-00121,26.58,2025-03-15,West
TXN-001155,CUST-00098,77.05,2025-07-09,East
TXN-001286,CUST-00182,561.44,2025-03-04,North
TXN-000782,CUST-00039,41.22,2024-12-06,Central
TXN-003900,CUST-00226,1298.05,2025-05-15,West
TXN-003983,CUST-00074,610.00,2024-01-25,central
TXN-000270,CUST-00011,44.82,2024-02-04,C
TXN-001479,CUST-00473,564.90,2024-01-28,West
TXN-003504,CUST-00495,59.05,2024-07-06,South
TXN-001900,CUST-00219,835.54,2024-03-05,west
TXN-003248,CUST-00018,326.33,2024-04-04,North
TXN-000670,CUST-00120,194.98,,North
TXN-001736,CUST-00057,621.25,2025-12-12,North
TXN-003371,CUST-00493,95.26,2025-10-26,South
TXN-002450,CUST-00030,42.94,2024-08-19, Central
TXN-004671,CUST-00382,40.54,2025-05-27,East
TXN-002975,CUST-00161,870.60,2025-07-17,West
TXN-003562,CUST-00299,193.09,2024-12-23,West
TXN-001013,CUST-00362,496.82,2025-04-21,W
TXN-004758,CUST-00206,1068.51,2025-11-15,North
TXN-003476,CUST-00398,85.32,2024-12-06,West
TXN-000498,CUST-00411,1354.90,2025-03-17,Central
TXN-001073,CUST-00004,45.07,2024-04-19,Central 
TXN-004682,CUST-00449,129.81,2025-09-25,East
TXN-000758,CUST-00177,140.24,2025-05-14,North
TXN-004130,CUST-00218,274.81,2025-04-14,South
TXN-004862,CUST-00299,1349.20,2024-12-01,West
TXN-003619,CUST-00028,50.67,2024-04-30,East
TXN-003101,CUST-00412,19.82,2025-09-24,South
TXN-000765,CUST-00043,928.79,2024-12-21,West
TXN-004631,CUST-00363,100.52,2024-12-29,West
TXN-001941,CUST-00040,530.60,2025-12-27,North
TXN-004292,CUST-00299,34.16,2025-06-25,West
TXN-001086,cust-00324,620.07,2024-09-13,South
TXN-001475,CUST-00489,1252.50,2024-08-10,East
TXN-004726,CUST-00197,467.45,2024-07-12,East
TXN-001157,CUST-00388,1061.36,2024-04-09,West
TXN-001856,CUST-00225,465.50,2024-07-06,Central
TXN-002692,CUST-00401,1383.41,2024-07-13,Central
TXN-000588,CUST-00307,215.17,2024-04-10,Central
TXN-000103,CUST-00129,279.67,2024-04-02,Central
TXN-002016,CUST-00342,608.81,2025-02-24,East
TXN-001166,CUST-00324,267.76,2024-01-02,South
TXN-002063,CUST-00500,,2024-04-03,East
TXN-003858,CUST-00353,25.24,2024-10-31,South
TXN-002761,CUST-00121,32.34,2025-08-25,West
TXN-003309,CUST-00282,29.99,2025-01-17,Central
TXN-003201,CUST-00064,406.54,2024-03-03,West
TXN-004771,CUST-00057,113.80,2025-04-27,North 
TXN-004572,CUST-00353,20.03,2024-06-09,South
TXN-004768,CUST-00111,318.68,2024-10-01,
TXN-000337,CUST-00239,25.53,,North
TXN-002784,CUST-00430,305.46,2024-04-16,South
TXN-001178,CUST-00184,95.45,2025-11-14, South
TXN-004967,CUST-00463,49.43,2024-07-04,Central
TXN-003316,CUST-00444,18.44,2025-07-22,West
TXN-001782,CUST-00252,181.07,2024-10-26,North
TXN-003885,CUST-00405,468.97,2025-11-18,
TXN-000047,CUST-00273,1046.78,2025-05-09,North
TXN-000591,CUST-00243,500.62,2024-04-11,West
TXN-002015,CUST-00015,105.08,2024-06-24,East
TXN-004680,CUST-00164,918.10,2025-02-25,East
TXN-003245,CUST-00019,75.01,2024-07-28,North
TXN-003056,CUST-1,116.39,2024-07-26,Central
TXN-004684,CUST-00495,17.81,2025-12-11,South
TXN-003565,CUST-00266,1346.68,2025-06-20,Central
TXN-002917,CUST-00422,48.92,2025-10-21,North
TXN-001728,CUST-00415,509.08,2024-05-04, West
TXN-004733,CUST-00263,92.02,2025-08-18,North
TXN-004472,CUST-00350,196.32,2024-11-05,North
TXN-002629,CUST-00161,431.76,2024-04-10,West
TXN-004796,CUST-00337,84.72,2025-12-03,North
TXN-003000,CUST-00189,1023.77,2024-07-15,West
TXN-000762,CUST-00244,578.02,2024-09-10,North
TXN-003004,CUST-00147,353.83,2024-12-28,South
TXN-001960,CUST-00108,40.73,2024-01-08,East
TXN-001858,CUST-00059,18.72,2025-12-19,Central
TXN-004314,CUST-00500,215.74,2025-11-21,East
TXN-003635,CUST-00107,1195.54,2024-01-17,East
TXN-002987,CUST-00407,486.24,2025-05-26,South
TXN-003048,CUST-00085,134.57,13/12/2024,West
TXN-004300,CUST-00069,-546.30,2024-12-26,South
TXN-002367,CUST-00493,48.04,2025-11-17,South
TXN-003551,CUST-00357,71.16,2024-05-13,North
TXN-002485,CUST-00076,929.68,2025-05-02,E
TXN-004279,CUST-00221,38.19,2025-05-21,North 
TXN-002652,CUST-00110,554.86,2024-02-22,South
TXN-001548,CUST-00243,22.77,2025-04-18,West
TXN-002315,CUST-00168,35.32,2024-08-09,West
TXN-004387,CUST-00072,512.41,2025-04-16,North
TXN-000195,CUST-00184,20.39,2025-12-19,South
TXN-002189,CUST-00346,66.13,2025-01-24,West
TXN-004407,CUST-00198,221.35,,North
TXN-000072,cust-00249,47.15,2025-08-23,West
TXN-002624,CUST-00169,69.71,2024-05-24,North
TXN-000036,CUST-00358,17.76,2025-08-21,South
TXN-002845,CUST-00417,37.59,2024-01-22,Central
TXN-002020,CUST-00276,170.46,2024-08-17,West
TXN-004991,CUST-00484,100.58,2025-03-09,South
TXN-002537,CUST-00362,296.99,2025-10-26,west
TXN-001447,CUST-00333,71.80,2024-03-05,West
TXN-000679,CUST-00423,250.56,2024-03-14,Central
TXN-000769,CUST-00433,1314.34,2024-09-19,North
TXN-003189,CUST-00259,103.43,2024-11-27,Central
